month,day,year,event
xx,xx,1989,Columbus City Center Mall opens.
xx,xx,1989,Intel releases the 80486 microprocessor.
xx,xx,1989,Lazarus downtown store sales rise 40% after the opening of City Center Mall.
xx,xx,1989,Construction of the Franklin County Courthouse begins. 27 stories.
xx,xx,1989,Chestnut Ridge Metro Park opens.
xx,xx,1989,Pickerington Ponds Metro Park opens.
xx,xx,1989,"OSU: Bradford Commons, 153 W. 12th Ave., remodeled into the Hale Black Cultural Center. No longer used for food service."
xx,xx,1989,The Wexner Center for the Performing Arts opens at The Ohio State University
xx,xx,1989,"The planet Neptune's moons Despina, Galatea, Larissa, Naiad, Proteus, and Thalassa are discovered by the Voyager 2 spacecraft."
xx,xx,1989,Management and operation of the remaining Ohio Canal system was transferred from the Department of Administrative Services to the Department of Natural Resources.
xx,xx,1989,The new $15 million USAir south gate concourse completed at Port Columbus International Airport.
1,9,1990,The Space Shuttle COLUMBIA is launched on its 9th flight. Mission STS-32.
1,15,1990,The Macintosh II is discontinued by Apple.
2,24,1990,USS Asheville SSN-758 commissioned.
2,28,1990,The Space Shuttle ATLANTIS is launched on its 6th flight. Mission STS-36.
3,19,1990,"The Macintosh IIfx is released for $8,969 by Apple."
4,24,1990,The Space Shuttle DISCOVERY is launched on its 10th flight. Mission STS-31.
5,22,1990,Windows 3.0 released by Microsoft
6,1,1990,PRR: Groundbreaking on a new visitor's center and inclined tram at Horseshoe Curve.
6,14,1990,"Shadyside floods: Flash floods in Belmont County valleys, 26 dead."
6,23,1990,USS Alexandria SSN-757 commissioned.
7,4,1990,PUCO REPORT LAUDS ZIMMER ELECTRIC GENERATING PLANT CONVERSION FROM NUCLEAR TO COAL-BURNING
7,24,1990,FIRST COAL DELIVERED TO ZIMMER POWER PLANT
8,2,1990,Iraq invades Kuwait.
8,10,1990,John Campbell weds Vicki Deglar in Chicago.
8,15,1990,"FRANKLIN COUNTY ENGINEER JOHN CIRCLE HOPES TO SPARK A ""REGIONAL DIALOGUE"" BY PRESENTING THE CONCEPT OF A $7 BILLION OUTER-OUTERBELT TO MID-OHIO REGIONAL PLANNING COMMISSION."
8,17,1990,USS Jefferson City SSN-759 commissioned.
8,28,1990,"Fast-moving tornado struck the southwest suburbs of Chicago, killing 29 and injuring more than 300."
9,1,1990,Edward Gordon Gee appointed President of The Ohio State University
9,13,1990,"""Law & Order"" premiers."
9,xx,1990,IBM Announces the System/390 computer.
10,6,1990,The Space Shuttle DISCOVERY is launched on its 11th flight. Mission STS-41.
10,15,1990,The Macintosh Plus is discontinued by Apple.
10,15,1990,The Macintosh SE is discontinued by Apple.
10,15,1990,"The Macintosh Classic is released for $1,916 by Apple."
10,15,1990,"The Macintosh LC is released for $2,499 by Apple."
10,15,1990,The Macintosh IIx is discontinued by Apple.
10,15,1990,"The Macintosh IIsi is released for $2,999 by Apple."
10,20,1990,The strategic missile submarine SSBN 736 West Virginia is commissioned.
10,26,1990,Battleship Iowa BB-61 decommissioned
11,15,1990,The Space Shuttle ATLANTIS is launched on its 7th flight. Mission STS-38.
11,16,1990,The S.S. Badger makes its last run hauling railroad cars after an incident where it touched bottom in Kewaunee.
11,20,1990,"Michael Crichton publishes ""Jurassic Park"""
11,29,1990,"U.N. orders Iraqi withdrawal by Jan. 15, 1991."
12,2,1990,The Space Shuttle COLUMBIA is launched on its 10th flight. Mission STS-35.
12,25,1990,"""The Godfather, part III"" is released."
xx,xx,1990,"Twenty one years after construction began, the Zimmer Power Plant at Moscow, Ohio produces electricity. The plant was converted from nuclear to coal burning."
xx,xx,1990,Columbus becomes Ohio's largest city.
xx,xx,1990,The William Green Building at 30 W. Spring St. opens. 33 stories.
xx,xx,1990,"Worthington Village Green is renovated with buried utility lines, a monument dedicated to Scioto Company pioneers, memorial bricks purchased by local families, and a performance area on the northwest quadrant."
1,1,1991,ZIMMER PLANT GENERATES FIRST POWER
1,7,1991,WILLIAM H ZIMMER GENERATING STATION PRODUCES ITS FIRST ELECTRICITY AND SHOULD BE OPERATIONAL BEFORE THE END OF THIS QUARTER
1,8,1991,"SCHOTTENSTEIN STORES CORP HANDLES LIQUIDATION OF 28 HILLS DEPT STORES, INCLUDING 6 IN COLS."
1,14,1991,George V. Voinovich inaugurated Governor of Ohio
1,17,1991,"Gulf War starts with aerial bombing of Iraq under the name ""Operation Desert Storm."""
1,31,1991,Big Muskie digs it's last load with operator Eddie Bailey
1,xx,1991,Worthington resident David M. Spellacy is killed during the Persian Gulf War.
2,8,1991,Battleship New Jersey BB-62 decommissioned
2,22,1991,"DEC releases the VAX 9000 Model 110, which was an entry-level model. The VAX 9000's CPU was coupled with a vector processor with a maximum theoretical performance of 125 MFLOPS"
3,1,1991,"Big Muskie is parked for the last time by EDDIE BAILEY, CLYDE MARION, TOM FOUSS, DAVE BAILEY"
3,3,1991,"Iraq accepts terms of a ceasefire calling for end to weapons of mass destruction programs, recognition of Kuwait, end of support for terrorism."
3,12,1991,WILLIAM H ZIMMER ELECTRICITY-GENERATING PLANT PROVES CRITICS WRONG (MAP)
3,18,1991,"An Ilyushin Il-86 airliner was traveling from Moscow to Novokuznetsk with 360 passengers and crew. One of the passengers was a psychiatric patient who had snuck an explosive aboard. After throwing the petrol bomb, a fire ensued forcing an emergency landing at Sverdlovsk. No one aboard was harmed."
3,23,1991,USS Boise SSN-764 commissioned.
3,26,1991,COALITION FOR LOWER UTILITY BILLS TARGETS ZIMMER POWER PLANT IN OPPOSITION TO COLUMBUS SOUTHERN POWER RATE INCREASES
3,31,1991,NUCLEAR PITFALLS UNFORESEEN WHEN ZIMMER PLANT WAS CONCEIVED (CHART OF COLS SOUTHERN POWER RATE INCREASE TRENDS 1970-90)*
3,31,1991,"SECRET MEETING AMONG FORMER GOV CELESTE, HIS TOP UTILITY REGULATOR AND POWER COMPANY EXECUTIVES LED TO THE $3.6 BILLION ZIMMER PLANT SETTLEMENT"
3,31,1991,"ZIMMER POWER PLANT IS CLEANEST IN STATE AND ONE OF THE CLEANEST EAST OF THE MISSISSIPPI, AMERICAN ELECTRIC POWER SERVICE CORP SAYS "
3,31,1991,NEED FOR ZIMMER PLANT AND CUSTOMER COSTS QUESTIONED (GRAPH OF COST PROJECTIONS AND PLANT CHRONOLOGY)
4,5,1991,The Space Shuttle ATLANTIS is launched on its 8th flight. Mission STS-37.
4,25,1991,FIRST OFFICIAL CONVERSION OF A SOHIO STATION TO THE BP LIVERY TAKES PLACE.
4,28,1991,The Space Shuttle DISCOVERY is launched on its 12th flight. Mission STS-39.
4,30,1991,"Yes releases ""Union"""
5,3,1991,"MAJOR SECTIONS OF A STATE REPORT ON THE $3.3 BIL ZIMMER POWER PLANT PROJECT WERE LIFTED WORD-FOR-WORD FROM UTILITY REPORTS, SAYS AN OFFICIAL OF OH OFFICE OF CONSUMERS' COUNSEL"
5,13,1991,System 7 released by Apple.
5,18,1991,USS Annapolis SSN-760 commissioned.
6,2,1991,"The first regularly scheduled German high speed ICE 1 train, Münchner Kindl, departed from Hamburg-Altona in Hamburg."
6,4,1991,"MILWAUKEE-BASED KOHL'S DEPT STORES TO OPEN 5 COLUMBUS STORES; ABOUT 1,500 JOBS WILL RESULT."
6,5,1991,The Space Shuttle COLUMBIA is launched on its 11th flight. Mission STS-40.
6,15,1991,"Volcano, Pinatubo, Phillipines:  A massive eruption ejects 10 km3 of material. The largest ash cloud is carried by upper level winds to the west and circled the globe in 22 days. The cloud spread laterally to cover a broad equatorial band from about 10degreesS to 20degreesN latitude and contaminated some of the world's busiest air traffic corridors. "
6,21,1991,The last Grand Wagoneer rolls out of Chrysler's Toledo Assembly Plant.
7,13,1991,The strategic missile submarine SSBN 737 Kentucky is commissioned.
7,xx,1991,"Holland, Michigan resident Charles Conrad purchased the S.S. Badger, S.S. Spartan and S.S. City of Midland 41 and re-established carferry service for Lake Michigan Carferry in May, 1992."
8,2,1991,The Space Shuttle ATLANTIS is launched on its 9th flight. Mission STS-437.
8,3,1991,CINCINNATI SEEKS TO VOID 1985 ZIMMER ACCORD
8,19,1991,"USSR August Coup: Gennady Yanayev announces President Gorbachev is sick, so he is heading a State Committee of the State of Emergency to run the country. Tanks and troops roll into Moscow."
8,20,1991,"USSR August Coup: Opponents of the coup surround the Russian ""White House"". Boris Yeltsin takes a lead roll. The coup plotters plan to attack the protestors and take back the ""White House"""
8,21,1991,USSR August Coup: The coup plotters lose their nerve. Communication with Gorbachev's dacca is restored. Gorbachev returns to Moscow to take charge and fires all teh coup plotters.
8,23,1991,USS Montpelier SSN-765 commissioned.
8,24,1991,USSR August Coup: Gorbachev resigns as head of the CPSU.
8,27,1991,USSR August Coup: The USSR begins to break up as Moldova declares itself an independant state.
8,29,1991,CRITICS OF ZIMMER PLANT'S PROPOSED RATE INCREASE WANT INDEPENDENT AUDIT
9,6,1991,"USSR August Coup:  Estonia, Latvia and Lithuania become independant states."
9,12,1991,The Space Shuttle DISCOVERY is launched on its 13th flight. Mission STS-48.
9,17,1991,"""Home Improvement"" premiers."
9,30,1991,Battleship USS Wisconsin BB-64 decommissioned
9,xx,1991,Linux version 0.0.1 released - first Linux release.
10,19,1991,"The PowerBook 170 is released for $4,599 by Apple."
10,21,1991,"The PowerBook 100 is released for $2,300 by Apple."
10,21,1991,"The Macintosh Classic II (aka Performa 200) is released for $1,900 by Apple."
10,21,1991,LAND AT SOUTHERN PART OF I-270 REMAINS RELATIVELY UNDEVELOPED WHILE REMAINDER HAS BECOME POWERFUL MAGNET FOR COMMERCIAL AND RESIDENTIAL DEVELOPMENT.
10,30,1991,"Hurricane: Eastern Atlantic seaboard: an unnamed hurricane labeled the ""perfect storm"" caused extensive erosion and flooding along the Atlantic seaboard and created 39-foot waves."
10,xx,1991,The Macintosh Portable is discontinued by Apple.
10,xx,1991,"The Powerbook 140 is released for $3,199 by Apple."
11,4,1991,"LIMITED INC SEEKS I-270 INTERCHANGE FOR CO'S 928-ACRE MAJOR SITE FOR MAJOR RETAIL MALL, OFFICES AND HOUSING."
11,24,1991,The Space Shuttle ATLANTIS is launched on its 10th flight. Mission STS-44.
12,24,1991,USSR August Coup: Russia inherits the U.N seat formerly held by the Soviet Union.
12,25,1991,The Hammer and Sickle is lowered above the senate building in the Kremlin for the last time as President Gorbachev resigns as head of the now defunct Soviet Union.
12,26,1991,TINY VILLAGE OF MOSCOW EXPECTS A LARGE TAX WINDFALL FROM ZIMMER POWER PLANT
12,26,1991,USSR August Coup: Official dissolution of the Soviet Union.
xx,xx,1991,A major renovation and expansion of Columbus Main Library is completed.
xx,xx,1991,Franklin County Courthouse opens. 27 stories.
xx,xx,1991,"Mercy Hospital, 1430 South High Street, becomes Columbus Community Hospital"
xx,xx,1991,"OSU: Biocontainment Facility, 670 Tharp Street, opens."
xx,xx,1991,"OSU: The Museum of Biodiversity, 1315 Kinnear Road, converted from the Food Warehouse built in 1967."
xx,xx,1991,"Columbus Chill hockey team emerged to battle the ghosts of the past, and resurrect hockey at the Fairgrounds Coliseum. Chicago businessman Horn Chen (who is a minority owner of the Blue Jackets) purchased an expansion franchise in the East Coast Hockey League appointing David Paitson (current Blue Jackets Vice-President of Marketing) as the team's President and General Manager."
xx,xx,1991,Pickerington achieves city status.
xx,xx,1991,Bluffsview Elementary School opens
xx,xx,1991,Sharon Township Trustees build the Worthington Fire Station at the intersection of Worthington-Galena Rd. and High Street replacing a Volkswagen Dealership.
xx,xx,1991,Slate Hill Elementary School opens
xx,xx,1991,Worthington splits its High School into Thomas Worthington High School and the new Worthington Kilbourne High School.
xx,xx,1991,Worthington voters approve bonds to construct a new city hall north of the fire station and a senior center facing the northwest quadrant of the Village Green.
1,2,1992,The abolition of price controls by Russian President Boris Yeltsin marks the beginning of radical economic reform in Russia.
1,4,1992,USS Springfield SSN-761 commissioned.
1,6,1992,The US Government recommends doctors suspend the use of silicone breast implants as fears grow they could leak and affect the health of those using them.
1,22,1992,The Space Shuttle DISCOVERY is launched on its 14th flight. Mission STS-42.
1,26,1992,WHISTLE-BLOWER THOMAS APPLEGATE FOUGHT ZIMMER NUCLEAR POWER PLANT AND WON IN 1982: LIFE NOW SPENT AS VOLUNTEER AND COLLECTOR OF DISABILITY PAY
1,27,1992,"Michael Crichton publishes ""Rising Sun"""
3,23,1992,The Macintosh LC is discontinued by Apple.
3,23,1992,"The Macintosh LC II (aka Performa 400) is released for $1,699 by Apple."
3,24,1992,The Space Shuttle ATLANTIS is launched on its 11th flight. Mission STS-45.
3,31,1992,Battleship USS Missouri BB-63 decommissioned
4,3,1992,AmeriFlora 92 exhibition opens at the Franklin Park Conservatory
4,3,1992,USS Hampton SSN-767 commissioned.
4,5,1992,"Sam Walton, founder of Wal-Mart, dies."
4,9,1992,Fed Funds Rate down 1/4 to 3.75
4,15,1992,The Macintosh IIfx is discontinued by Apple.
4,25,1992,PRR: Grand opening of the new visitor's center and inclined tram at Horseshoe Curve.
4,29,1992,"A video tape of the arrest of Rodney King in Los Angeles showed officers beating him. When the officers were acquitted of charges, widespread rioting broke out and led to 63 deaths, 2,383 injuries, 12,211 arrests and $1,000,000,000 in damage."
5,7,1992,The Space Shuttle ENDEAVOUR is launched on its maiden flight. Mission STS-49.
5,15,1992,$70 MIL I-270 INTERCHANGE TO BE APPROVED BY FEDERAL GOVERNMENT; WOULD BE PARTLY FUNDED WITH UP TO $18 MIL FROM THE LIMITED.
5,15,1992,The S.S. BADGER was rededicated and began a new career as a non railroad carferry.
5,24,1992,"George draws ""The Unfinished Overvoltage Report"""
5,25,1992,"Jay Leno becomes host of ""The Tonight Show."""
6,3,1992,George sketches at Tuttle Park with colored pencils
6,12,1992,"COLUMBUS SOUTHERN ASKS FOR RATE REHEARING, WANTS CUSTOMERS TO PAY ANOTHER $165 MILLION FOR THE ZIMMER POWER PLANT "
6,12,1992,"The first installation of a WSR-88D ""NexRad"" for operational use in daily forecasting in Sterling, Virginia."
6,13,1992,The strategic missile submarine SSBN 738 Maryland is commissioned.
6,25,1992,The Space Shuttle COLUMBIA is launched on its 12th flight. Mission STS-50.
7,2,1992,Fed Funds Rate down 1/2 to 3.25
7,4,1992,The aircraft carrier CVN 73 George Washington is commissioned.
7,25,1992,"The Summer Olympics open in Barcelona, Spain."
7,31,1992,The Space Shuttle ATLANTIS is launched on its 12th flight. Mission STS-46.
8,1,1992,USS Columbus SSN-762 commissioned.
8,22,1992,"Hurricane: Bahamas, southern Fla., and La.: Hurricane Andrew left 26 dead and more than 100,000 homes destroyed or damaged. With total U.S. damages estimated at $26.5 ($34.9) billion, it is the most costly hurricane in U.S. history. "
8,xx,1992,The Powerbook 140 is discontinued by Apple.
8,xx,1992,"The Powerbook 145 is released for $2,999 by Apple."
9,3,1992,The PowerBook 100 is discontinued by Apple.
9,3,1992,MAJOR RECONSTRUCTION OF NE STRETCH OF I-270 FOR SHOPPING MALL PROPOSED BY LES WEXNER TO BEGIN IN 1993.
9,4,1992,Fed Funds Rate down 1/4 to 3.00
9,4,1992,"Ken Thompson sketches out the bit encoding for UTF-8 at the Corner Café in New Providence, New Jersey."
9,12,1992,The Space Shuttle ENDEAVOUR is launched on its 2nd flight. Mission STS-47.
9,14,1992,The Macintosh Classic is discontinued by Apple.
9,23,1992,"""Mad About You"" premiers."
9,25,1992,Last launch of a Titan III rocket with the Mars Observer spacecraft.
9,28,1992,"TEE JAYE'S COUNTRY PLACE OPENS FOR BUSINESS AT 4910 N HIGH ST, IN THE OLD JERRY'S DRIVE-IN LOCATION."
10,3,1992,USS Charlotte SSN-766 commissioned.
10,12,1992,AmeriFlora 92 exhibition closes at the Franklin Park Conservatory
10,14,1992,"The Macintosh IIvi (aka Performa 600) is released for $3,000 by Apple."
10,19,1992,The PowerBook 170 is discontinued by Apple.
10,19,1992,"The Macintosh IIvx is released for $2,950 by Apple."
10,19,1992,"The PowerBook 160 is released for $3,870 by Apple."
10,19,1992,"The PowerBook 180 is released for $3,870 by Apple."
10,19,1992,"The PowerBook Duo 210 is released for $2,250 by Apple."
10,19,1992,"The PowerBook Duo 230 is released for $2,610 by Apple."
10,22,1992,The Space Shuttle COLUMBIA is launched on its 13th flight. Mission STS-52.
10,xx,1992,Soil moisture across the midwest is very high due to a persistant wet weather pattern.
11,3,1992,Tim Berners Lee releases the first HTML documentation which includes 18 tags.
11,3,1992,Bill Clinton defeats incumbent George Bush and independant Ross Perot to win the presidential election.
11,21,1992,Southeast Tex. to Mid-Atlantic and Ohio Valley: total of 94 tornadoes caused 26 deaths and $291 million in damage.
12,2,1992,The Space Shuttle DISCOVERY is launched on its 15th flight. Mission STS-53.
12,11,1992,The Muppet Christmas Carol is released.
12,12,1992,USS Santa Fe SSN-763 commissioned.
12,15,1992,"ZIMMER POWER PLANT MIGHT GIVE BOOST TO MOSCOW, OHIO'S RENEWAL"
12,19,1992,"FIRE SET IN BUILDING OF CLOSED COLS AUTO PARTS PLANT AT 575 E HUDSON ST CAUSES $30,000 DAMAGE, FIRE OFFICIALS SAY."
12,xx,1992,The Apple IIGS is discontinued by Apple.
xx,xx,1992,Burger King Corporation teams with Disney for the first of nine promotional theatrical releases tie-ins with the movie giant featuring the animated films Beauty and the Beast and Pinocchio.
xx,xx,1992,"OSU: Central Service Building, 2003 Millikin Road, remodeled."
xx,xx,1992,"OSU: Drinko Hall, 55 W. 12th Ave., addition. Houses the law school & library."
xx,xx,1992,St. Michael's Vianney Residence closes and the convent is returned to the parish as St. Ann Hall.
xx,xx,1992,Worthington celebrates the quinquennial by adopting a city flag.
1,13,1993,The Space Shuttle ENDEAVOUR is launched on its 3rd flight. Mission STS-54.
1,20,1993,William Jefferson Clinton inaugurated as President.
1,xx,1993,"To compete with the lower-cost models of Wal-Mart and Toys ‘R’ Us and to reverse what had been a decade-long decline of its retail business, Sears announced that it was eliminating its storied “big book” catalogues, which had been a mainstay in rural American homes for 97 years. The discontinuation of the catalogue and the shuttering of 113 stores were part of a larger revamp that cost the company 50,000 jobs."
2,4,1993,IN 1992 ZIMMER POWER PLANT SET U S AND WORLD RECORDS FOR POWER GENERATION BY A SINGLE GENERATING UNIT; PLANT BURNED MORE THAN 4 MIL TONS OF COAL
2,10,1993,The Macintosh IIci is discontinued by Apple.
2,10,1993,The Macintosh IIvi (aka Performa 600) is discontinued by Apple.
2,10,1993,"The Macintosh Color Classic is released for $1,400 by Apple."
2,10,1993,"The Macintosh LC II (aka Performa 450) is released for $1,349 by Apple."
2,28,1993,"ARSON SUSPECTED IN FIRE AT FORMER COLUMBUS AUTO PARTS PLANT, 575 E HUDSON ST."
3,3,1993,"WHILE OHIO EXPOSITIONS CMSN AND OHIO HISTORICAL SOCIETY WAIT FOR COURTS TO DECIDE WHO OWNS COLUMBUS AUTO PARTS PROPERTY, DREAMS OF IMPROVING PROPERTY ARE GOING UP IN SMOKE."
3,12,1993,"Eastern U.S.: A Superstorm paralyzed the eastern seaboard, causing the deaths of some 270 people. Record snowfalls (with rates of 2-3 in. per hour) and high winds caused $3 billion to $6 billion in damage."
3,15,1993,The Macintosh IIsi is discontinued by Apple.
3,15,1993,The Macintosh LC II (aka Performa 400) is discontinued by Apple.
3,xx,1993,Heavy snows and a continued wet weather pattern have saturated much of the midwest and central plains.
4,8,1993,The Space Shuttle DISCOVERY is launched on its 16th flight. Mission STS-56.
4,26,1993,The Space Shuttle COLUMBIA is launched on its 14th flight. Mission STS-55.
6,21,1993,The Space Shuttle ENDEAVOUR is launched on its 4th flight. Mission STS-57.
6,28,1993,"The Macintosh LC 520 (aka Performa 520) is released for $1,599 by Apple."
6,xx,1993,The Powerbook 145 is discontinued by Apple.
6,xx,1993,Heavy rains inundate the Missouri River and Mississippi River watersheds.
7,10,1993,The strategic missile submarine SSBN 739 Nebraska is commissioned.
7,27,1993,"The Mississippi River peaks at 48.87', 16.87' above flood stage, at Kansas City. Flow is 541,000 cfs."
7,xx,1993,"The Powerbook 145B is released for $2,999 by Apple."
7,xx,1993,"CEO Louis Gerstner set aside $8.9 billion—one of the largest financial charges in corporate history at that point—and cut 60,000 positions."
8,1,1993,"The Mississippi River peaks at 49.58', 19.58' above flood stage, at St. Louis. Flow is 1,080,000 cfs."
8,1,1993,A levy fails 30 miles south of St. Louis at Columbua and the water level drops at St. Louis.
8,3,1993,Apple Newton: Newton Message Pad 100 introduced at MacWorld Boston. It offers a 320 x 240 display and handwriting recognition.
8,28,1993,USS Toledo SSN-769 commissioned.
9,12,1993,The Space Shuttle DISCOVERY is launched on its 17th flight. Mission STS-51.
9,21,1993,"In Russia, President Yeltsin dissolved the country's legislature. n response, the parliament declared the president's decision null and void, impeached Yeltsin and proclaimed vice president Aleksandr Rutskoy to be acting president."
10,3,1993,"In Russia, anti-reform demonstrators removed police cordons around the parliament and, urged by their leaders, took over the Mayor's offices and tried to storm the Ostankino television centre."
10,4,1993,"In Russia, the army stormed the Supreme Soviet building in the early morning hours of 4 October by Yeltsin's order, and arrested the leaders of the resistance. Offically, 187 were killed and 437 wounded."
10,18,1993,The Macintosh Classic II (aka Performa 200) is discontinued by Apple.
10,18,1993,The Space Shuttle COLUMBIA is launched on its 15th flight. Mission STS-58.
10,21,1993,The Macintosh IIvx is discontinued by Apple.
10,21,1993,The PowerBook Duo 210 is discontinued by Apple.
10,30,1993,Martha Campbell is ordained as a Presbyterian Minister.
11,xx,1993,The Apple IIe is discontinued by Apple.
12,2,1993,The Space Shuttle ENDEAVOUR is launched on its 5th flight. Mission STS-61.
12,4,1993,USS Hartford SSN-768 commissioned.
12,31,1993,"CITY OF COLUMBUS ORDERS THE REPAIR OR DEMOLITION OF COLUMBUS AUTO PARTS SITE; PROPERTY IS TIED UP IN COURT, AND OFFICIALS DON'T KNOW WHO SHOULD BE RESPONSIBLE FOR IMPROVING IT."
xx,xx,1993,Intel releases the Pentium microprocessor.
xx,xx,1993,Construction begins on the Franklinton Flood Wall. The seven mile long wall will provide protection for a 2800 acre area and cost $129 million.
xx,xx,1993,The Greater Columbus Convention Center on north high street opens on the site of the former Union Station.
xx,xx,1993,OSU: 209 W. 18th Ave. (attached to the Math Tower) opens.
xx,xx,1993,"OSU: The Mathematics Tower, 231 W. 18th Ave., opens."
xx,xx,1993,Griswold Center dedicated.
xx,xx,1993,New Worthington Municipal government building constructed on High Street.
xx,xx,1993,Responsibility for Fire Department transferred from Sharon Township to the City of Worthington.
1,1,1994,NAFTA takes effect.
1,8,1994,"Soyuz TM-18: Valeri Polyakov begins his 437.7 day orbit, eventually setting the world record for days spent in orbit."
1,14,1994,"U.S. President Bill Clinton and Russian President Boris Yeltsin sign the Kremlin accords, which stop the preprogrammed aiming of nuclear missiles toward each country's targets, and also provide for the dismantling of the nuclear arsenal in Ukraine."
1,19,1994,"Below zero for 50 hours in Ohio, -30 degrees in 35 counties, -37 degrees at Logan, all-time cold at Akron (-25 degrees), Columbus (-22 degrees), Youngstown (-22 degrees), Cleveland (-20 degrees). "
1,28,1994,George Campbell and Kelly Foley are engaged to be married.
2,2,1994,The Macintosh LC 520 (aka Performa 520) is discontinued by Apple.
2,3,1994,The Space Shuttle DISCOVERY is launched on its 18th flight. Mission STS-60.
2,4,1994,Fed Funds Rate up 1/4 to 3.25
2,5,1994,Byron De La Beckwith is convicted of the 1963 murder of civil rights leader Medgar Evers.
2,12,1994,Edvard Munch's painting The Scream is stolen in Oslo (it is recovered on May 7)
2,14,1994,The Macintosh LC II (aka Performa 450) is discontinued by Apple.
2,26,1994,"In Russia, the Duma grants amnesty for all who were jailed in the 1991 attempted coup and 1993 constitutional crisis."
2,28,1994,"""Late Night with Conan O'Brien"" premiers."
3,1,1994,Apple Newton: Newton Message Pad 100 discontinued. 
3,4,1994,The Space Shuttle COLUMBIA is launched on its 16th flight. Mission STS-62.
3,12,1994,"A photo by Marmaduke Wetherell, previously touted as ""proof"" of the Loch Ness Monster, is confirmed to be a hoax."
3,14,1994,Linux Kernal 1.0 is released.
3,14,1994,"Apple Computer, Inc. releases the first Macintosh computers to use the new PowerPC Microprocessors."
3,15,1994,U.S. troops are withdrawn from Somalia.
3,20,1994,USS Tucson SSN-770 commissioned.
3,21,1994,"Yes releases ""Talk"""
3,22,1994,Fed Funds Rate up 1/4 to 3.50
3,23,1994,"Green Ramp disaster: two military aircraft collide over Pope Air Force Base, North Carolina causing 24 fatalities."
3,27,1994,"Ala., Ga., and N.C.: Palm Sunday tornado outbreak resulted in 42 deaths, 320 injuries, and $107 million in property damage. Twenty people died and 90 were injured when a tornado caused the roof of a church near Piedmont, Ala., to collapse."
3,xx,1994,The People's Republic of China gets its first connection to the Internet.
4,3,1994,RT 315 INTERCHANGE WITH I-270 IS UPGRADED TO ELIMINATE LEFT-HAND TURN TO AN ENTRANCE RAMP.
4,6,1994,"Rwandan President Habyarimana and the Burundian President are killed when Habyarimana's plane is shot down near Kigali Airport. Hutu extremists, suspecting that the Rwandan president is finally about to implement the Arusha Peace Accords, are believed to be behind the attack. The killings begin that night."
4,7,1994,"The Rwandan Armed Forces (FAR) and Hutu militia (the interahamwe) set up roadblocks and go from house to house killing Tutsis and moderate Hutu politicians. Thousands die on the first day. Some U.N. camps shelter civilians, but most of the U.N. peackeeping forces (UNAMIR--United Nations Assistance Mission in Rwanda) stand by while the slaughter goes on. They are forbidden to intervene, as this would breach their ""monitoring"" mandate. On this day, ten Belgian soldiers with UNAMIR, assigned to guard the moderate Hutu Prime Minister, are tricked into giving up their weapons. They are tortured and murdered."
4,8,1994,The Tutsi Rwandese Patriotic Front (RPF) launches a major offensive to end the killings and rescue 600 of its troops surrounded in Kigali. The troops had been based in the city as part of the Arusha Accords.
4,9,1994,The Space Shuttle ENDEAVOUR is launched on its 6th flight. Mission STS-59.
4,9,1994,"France and Belgium send troops to rescue their citizens. American civilians are also airlifted out. No Rwandans are rescued, not even Rwandans employed by Western governments in their embassies, consulates, etc. "
4,11,1994,"At the Don Bosco school, protected by Belgian UNAMIR soldiers, the number of civilians seeking refuge reaches 2,000. That afternoon, the U.N. soldiers are ordered to withdraw to the airport. Most of the civilians they abandon are killed."
4,14,1994,"One week after the murder of the ten Belgian soldiers, Belgium withdraws from UNAMIR."
4,18,1994,Fed Funds Rate up 1/4 to 3.75
4,21,1994,"The U.N. Security Council votes unanimously to withdraw most of the UNAMIR troops, cutting the force from 2,500 to 270. The International Red Cross estimates that tens, perhaps hundreds of thousands of Rwandans are now dead."
4,26,1994,"China Airlines Flight 140, an Airbus A300, crashes while landing at Nagoya, Japan, killing 264 people."
4,27,1994,"South Africa holds its first fully multiracial elections, marking the final end of the last vestiges of apartheid. Nelson Mandela wins the elections and is sworn in as the first democratic president the following month."
4,30,1994,"The U.N. Security Council passes a resolution condemning the killing, but omits the word ""genocide."" Had the term been used, the U.N. would have been legally obliged to act to ""prevent and punish"" the perpetrators. Tens of thousands of refugees flee into Tanzania, Burundi and Zaire. In one day, 250,000 Rwandans, mainly Hutus fleeing the advance of the Tutsi RPF, cross the border into Tanzania. "
4,xx,1994,The Commodore 64 is discontinued by Commodore.
5,1,1994,The PowerBook 160 is discontinued by Apple.
5,1,1994,The PowerBook 180 is discontinued by Apple.
5,6,1994,"The Channel Tunnel, which took 15,000 workers more than seven years to complete, opens between England and France, enabling passengers to travel between the two countries in 35 minutes."
5,15,1994,"The International Red Cross estimates 500,000 Rwandans have been killed."
5,17,1994,Fed Funds Rate up 1/2 to 4.25
5,31,1994,Jed and Beth Dale close on 554 Kenbrook Drive.
6,1,1994,The Republic of South Africa rejoins the Commonwealth after the first democratic election. South Africa left the then British Commonwealth in 1961.
6,12,1994,The Boeing 777 makes its first test flight.
6,17,1994,"NFL star O. J. Simpson and his friend Al Cowlings flee from police in his white Ford Bronco. The low-speed chase ends at Simpson's Brentwood, Los Angeles mansion, where he surrenders."
6,26,1994,Microsoft announces it will no longer sell or support the MS-DOS operating system separately from Microsoft Windows. This had been its mainstay since 1980.
